document_index	document	synthetic_query	__index_level_0__	Context_Relevance_Label	generated_answer	Answer_Faithfulness_Label	Answer_Relevance_Label
1549	"Despicable Me 2 is a 2013 American 3D computer-animated comedy film and the sequel to the 2010 animated film ""Despicable Me"". Produced by Illumination Entertainment for Universal Pictures and animated by Illumination Mac Guff, the film was directed by Pierre Coffin and Chris Renaud, and written by Cinco Paul and Ken Daurio. Steve Carell, Russell Brand, Miranda Cosgrove, Elsie Fisher, and Dana Gaier reprise their roles as Gru, Dr. Nefario, Margo, Agnes, and Edith respectively. Kristen Wiig, who played Miss Hattie in the first film, voices agent Lucy Wilde, while Ken Jeong, who played the Talk Show Host, voices Floyd Eagle-san. New cast members include Benjamin Bratt as Eduardo ""El Macho"" Pérez and Steve Coogan as Silas Ramsbottom, head of the fictional Anti-Villain League (AVL)."	Despicable Me 2 is a 3D computer-animated comedy film.	22403.0	Yes	SUPPORTS	Yes	Yes
23733	"Wilson has remarked, ""I kind of wanted to do a reader's guide for young people about spirituality"". He's added that he wished to describe his interests in ""the essentials of life"", creating a work that ""would be for anyone who was going on a spiritual journey"". The actor goes into many details about his early life, describing eccentricities such as having a pet sloth growing up and spending time in weekend-long ""Dungeons & Dragons"" marathons. The book's title refers to his hobby of playing the bassoon. Various twists and turns in his acting career get explored in depth. Details about muggings and robberies coupled with his going through drug and alcohol related problems fill his depictions of the 1980s in New York City; he ultimately fails to really break into theatre acting despite his best efforts making it on Broadway."	Wilson wrote a book about his life.	7872.0	Yes	REFUTES	No	No
15049	Founded in 1882, Tottenham won the FA Cup for the first time in 1901, the only non-League club to do so since the formation of the Football League in 1888. Tottenham were the first club in the 20th century to achieve the League and FA Cup Double, winning both competitions in the 1960–61 season. After successfully defending the FA Cup in 1962, in 1963 they became the first British club to win a UEFA club competition – the European Cup Winners' Cup. They were also the inaugural winners of the UEFA Cup in 1972, becoming the first British club to win two different major European trophies. They have collected at least one major trophy in each of the six decades from the 1950s to 2000s – an achievement only matched by Manchester United. In total, Spurs have won two league titles, eight FA Cups, four League Cups, seven FA Community Shields, one European Cup Winners' Cup and two UEFA Cups. Tottenham were also the runners-up of the 2018–19 UEFA Champions League competition. The club has a long-standing rivalry with nearby club Arsenal, with head-to-head fixtures known as the North London derby.	Armstrong was in a relationship.		No			
17398	"MSG is used in the food industry as a flavor enhancer with an umami taste that intensifies the meaty, savory flavor of food, as naturally occurring glutamate does in foods such as stews and meat soups. It was first prepared in 1908 by Japanese biochemist Kikunae Ikeda, who was trying to isolate and duplicate the savory taste of ""kombu"", an edible seaweed used as a base for many Japanese soups. MSG as a flavor enhancer balances, blends, and rounds the perception of other tastes."	MSG was first prepared in 1908.	14904.0	Yes	SUPPORTS	Yes	Yes
6283	"Sturridge has an endorsement deal with sportswear and equipment supplier Nike. He wears Nike Hypervenom boots. He is an ambassador for BT Sport. Sturridge is featured in EA Sports' ""FIFA"" video game series, and his signature jig goal celebration appears in ""FIFA 14"". Prior to the 2014 FIFA World Cup, Sturridge featured in a series of adverts in the UK promoting fast food restaurant Subway."	Visual Entertainment released Season 3 on DVD.		No			
9480	"Resident Evil is a 2002 action horror film written and directed by Paul W. S. Anderson. The film stars Milla Jovovich, Michelle Rodriguez, Eric Mabius, James Purefoy, Martin Crewes, and Colin Salmon. It is the first installment in the ""Resident Evil"" film series, which is loosely based on the video game series of the same name."	Is the Resident Evil film series based on a video game series?	21053.0	Yes	SUPPORTS	Yes	Yes
4673	"The Rimmers soon find themselves competing against each others, causing their tempers to fray and an argument to break out between the two. Lister learns that each has determined that the other must go, and the original Rimmer lost out as a result. As Rimmer arrives in full uniform, including his medals for his long years of service on ""Red Dwarf"", to prepare for erasure, Lister asks him about his final words before his death. Rimmer soon explains he was once invited to the Captain's Table for dinner, and was served Gazpacho soup for starters. Because he didn't realise that it was meant to be served cold, Rimmer was humiliated by everyone when he ordered the chef take it away and bring it back hot, and thus was never invited to the Table again. Rimmer remarks that it was the worst moment in his life and prepares for his erasure, only for Lister to explain that he opted to erase the double just to hear his explanation. Rimmer, annoyed at being tricked, demands him to tell no one, to which Lister agrees before teasing him."	Rimmer had an embarrassing experience with Gazpacho soup at the Captain's Table.	4711.0	Yes	SUPPORTS	Yes	Yes
16707	On 8 April 2015, the BBC announced that a second series had been commissioned which premiered on 4 September 2016, and contained content from the third and fourth Poldark novels. The BBC announced on 6 July 2016, before series two had begun, that a third series had been commissioned based on the fifth and half of the sixth novels. The fourth series began airing on 10 June 2018. Filming for the fifth and final series started in September 2018. Series five commenced airing on Sunday 14 July 2019.	A fifth series of Poldark was aired.	20271.0	Yes	SUPPORTS	Yes	Yes
1754	"The film presents three stages in the life of the main character; his youth, adolescence, and early adult life. It explores the difficulties he faces with his sexuality and identity, including the physical and emotional abuse he endures growing up. Filmed in Miami, Florida, beginning in 2015, ""Moonlight"" premiered at the Telluride Film Festival on September 2, 2016. Distributed by A24, the film was released in the United States on October 21, 2016, and grossed over $65 million worldwide."	Moonlight was released in the United States on October 21, 2016.	5246.0	Yes	SUPPORTS	Yes	Yes
16690	"Pitch Perfect 2 is a 2015 American musical comedy film directed and produced by Elizabeth Banks and written by Kay Cannon. It is a sequel to the 2012 film ""Pitch Perfect"" and the second installment in the ""Pitch Perfect"" film series. The film centers on the fictional Barden University Bellas, an all-female a cappella singing group, who try to beat out a competing German musical group in a world singing championship. The film features an ensemble cast, including Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow, Hana Mae Lee, Alexis Knapp, Ester Dean, Chrissie Fit, Kelley Jakle, Kayleigh Lewinton and Shelley Regner, as well as Skylar Astin, Ben Platt, Adam DeVine, John Michael Higgins, and Banks all reprising their roles. It was released in the United States on May 15, 2015 by Universal Pictures."	Pitch Perfect 2 was released in the United States.	7189.0	Yes	SUPPORTS	Yes	Yes
